nout	nsum	cfl	tlength	tsum	dmax1	vmax1	dmax2	vmax2	dmax3	vmax3	volume1	volume2	volume3	ekin
23	581	0.364	11.1	115.1	37.02	25.41	0.00	0.00	23.28	23.77	9973734.0	0.0	1487835.9	62352683008
24	603	0.375	11.3	120.1	37.15	25.26	0.00	0.00	23.19	22.52	9973655.0	0.0	1487773.6	57483169792
25	625	0.377	10.8	125.0	37.24	24.75	0.00	0.00	23.04	20.91	9973556.0	0.0	1487713.0	54809833472
26	648	0.378	10.7	130.1	37.38	24.13	0.00	0.00	22.92	18.57	9973405.0	0.0	1487646.1	50224992256
27	671	0.378	10.8	135.1	37.45	23.52	0.00	0.00	22.81	17.35	9973340.0	0.0	1487577.1	44381274112
28	694	0.367	10.7	140.1	37.51	22.96	0.00	0.00	22.68	16.81	9973274.0	0.0	1487501.6	42106249216
29	717	0.369	10.6	145.1	37.54	22.37	0.00	0.00	22.57	16.58	9973129.0	0.0	1487421.0	41282318336
30	741	0.375	10.9	150.2	37.59	22.05	0.00	0.00	22.48	16.46	9973039.0	0.0	1487332.2	39533105152
31	764	0.371	10.7	155.1	37.57	21.53	0.00	0.00	22.39	16.19	9972943.0	0.0	1487246.4	36716093440
32	788	0.366	10.6	160.2	37.58	21.31	0.00	0.00	22.29	15.72	9972802.0	0.0	1487168.1	34106738688
33	812	0.398	10.8	165.1	37.64	21.62	0.00	0.00	22.16	15.18	9972671.0	0.0	1487078.0	32815372288
34	835	0.381	10.6	170.0	37.59	20.80	0.00	0.00	22.12	14.75	9972546.0	0.0	1486990.1	30860042240
35	860	0.395	10.7	175.0	37.81	20.97	0.00	0.00	22.03	14.74	9972481.0	0.0	1486894.6	30052786176
36	884	0.392	11.8	180.0	37.88	21.48	0.00	0.00	22.02	14.17	9972332.0	0.0	1486805.8	28827402240
37	908	0.374	10.4	185.1	37.78	20.53	0.00	0.00	21.91	13.95	9972228.0	0.0	1486710.0	26182660096
38	932	0.385	10.5	190.2	37.90	20.50	0.00	0.00	21.85	13.77	9972099.0	0.0	1486619.6	25230405632
39	955	0.380	10.4	195.2	37.95	20.31	0.00	0.00	21.79	13.56	9972025.0	0.0	1486531.6	24149706752
40	981	0.398	9.1	200.1	37.75	19.75	0.00	0.00	21.55	13.60	9971885.0	0.0	1486428.4	23639928832
41	1005	0.380	10.4	205.0	37.92	20.07	0.00	0.00	21.62	13.64	9971782.0	0.0	1486330.6	23562496000
42	1033	0.399	8.9	210.0	37.60	19.65	0.00	0.00	21.35	13.91	9971672.0	0.0	1486224.1	22797993984
43	1060	0.400	10.3	215.0	37.57	20.26	0.00	0.00	21.33	14.29	9971489.0	0.0	1486107.1	23711283200
44	1088	0.398	7.7	220.0	37.42	19.72	0.00	0.00	21.18	14.05	9971378.0	0.0	1485998.5	22098745344
45	1117	0.316	8.1	225.1	37.36	19.69	0.00	0.00	21.06	14.20	9971212.0	0.0	1485880.4	22352029696
46	1146	0.322	7.8	230.1	37.25	19.36	0.00	0.00	20.98	13.91	9971081.0	0.0	1485760.9	21733154816
47	1174	0.327	7.7	235.1	37.25	19.20	0.00	0.00	20.95	13.67	9970974.0	0.0	1485645.6	21151528960
48	1202	0.324	8.3	240.1	37.26	19.70	0.00	0.00	20.93	14.10	9970771.0	0.0	1485530.2	21277310976
49	1231	0.400	8.3	245.1	37.18	19.64	0.00	0.00	20.79	14.05	9970660.0	0.0	1485411.5	20730433536
50	1258	0.400	7.1	250.1	37.22	19.19	0.00	0.00	20.81	13.42	9970476.0	0.0	1485298.8	19696185344
51	1286	0.318	8.3	255.0	37.22	19.66	0.00	0.00	20.74	14.17	9970303.0	0.0	1485183.2	20279275520
52	1315	0.319	8.3	260.1	37.17	19.59	0.00	0.00	20.67	14.15	9970187.0	0.0	1485052.2	19801516032
53	1343	0.311	8.1	265.1	37.16	19.34	0.00	0.00	20.61	13.95	9970055.0	0.0	1484939.6	19266242560
54	1371	0.308	8.0	270.1	37.16	19.34	0.00	0.00	20.56	13.91	9969908.0	0.0	1484809.9	18886723584
55	1399	0.316	8.0	275.0	37.12	19.36	0.00	0.00	20.51	13.93	9969753.0	0.0	1484697.6	18630701056
56	1427	0.399	7.8	280.1	37.15	19.33	0.00	0.00	20.47	13.59	9969599.0	0.0	1484568.5	17863444480
57	1455	0.400	7.7	285.2	37.14	19.32	0.00	0.00	20.42	13.57	9969461.0	0.0	1484442.0	17599539200
58	1482	0.400	7.6	290.0	37.17	19.26	0.00	0.00	20.38	13.40	9969306.0	0.0	1484322.9	17342273536
59	1510	0.399	9.9	295.1	37.15	19.72	0.00	0.00	20.38	14.36	9969185.0	0.0	1484193.8	18076418048
60	1538	0.400	9.8	300.1	37.15	19.37	0.00	0.00	20.33	13.93	9968996.0	0.0	1484070.6	17626525696
