nout	nsum	cfl	tlength	tsum	dmax1	vmax1	dmax2	vmax2	dmax3	vmax3	volume1	volume2	volume3	ekin
23	536	0.399	9.6	115.0	0.76	8.35	0.00	0.00	24.02	13.05	32366.2	0.0	1487485.5	1155318912
24	562	0.379	10.3	120.1	0.74	8.24	0.00	0.00	23.91	13.81	32362.9	0.0	1487399.4	1184896768
25	587	0.366	10.0	125.2	0.73	8.22	0.00	0.00	23.85	13.66	32359.2	0.0	1487314.2	1172541696
26	612	0.378	9.4	130.0	0.71	8.12	0.00	0.00	23.84	13.48	32356.1	0.0	1487229.0	1172212096
27	638	0.380	9.7	135.1	0.70	8.47	0.00	0.00	23.81	13.57	32351.8	0.0	1487141.5	1207658368
28	666	0.397	9.1	140.1	0.68	8.11	0.00	0.00	23.68	13.42	32348.4	0.0	1487042.1	1246375680
29	697	0.400	7.0	145.1	0.65	8.54	0.00	0.00	23.56	14.23	32344.6	0.0	1486925.2	1488045440
30	729	0.294	6.8	150.0	0.64	8.92	0.00	0.00	23.58	14.29	32338.4	0.0	1486797.0	1661973888
31	763	0.294	6.7	155.1	0.64	9.06	0.00	0.00	23.68	14.31	32332.1	0.0	1486660.8	1713016064
32	797	0.294	6.8	160.1	0.63	9.04	0.00	0.00	23.65	14.19	32326.0	0.0	1486532.2	1675755776
33	830	0.295	6.9	165.1	0.62	9.01	0.00	0.00	23.61	14.17	32320.1	0.0	1486398.1	1649092096
34	862	0.300	6.9	170.1	0.61	8.99	0.00	0.00	23.63	14.07	32314.9	0.0	1486262.9	1611761280
35	895	0.299	7.0	175.1	0.60	8.96	0.00	0.00	23.63	14.16	32308.5	0.0	1486123.9	1598677248
36	927	0.299	7.1	180.1	0.59	8.99	0.00	0.00	23.62	14.15	32302.6	0.0	1485986.4	1579648896
37	959	0.299	7.1	185.1	0.59	8.99	0.00	0.00	23.61	14.10	32296.8	0.0	1485840.8	1553294080
38	990	0.299	7.2	190.0	0.58	9.02	0.00	0.00	23.59	14.08	32291.5	0.0	1485702.2	1536374912
39	1022	0.299	7.3	195.2	0.57	8.61	0.00	0.00	23.58	14.06	32286.5	0.0	1485558.4	1520586880
40	1053	0.299	7.3	200.1	0.57	8.61	0.00	0.00	23.57	14.06	32280.4	0.0	1485418.4	1514379648
41	1084	0.299	7.3	205.1	0.56	8.62	0.00	0.00	23.57	14.05	32274.5	0.0	1485280.9	1508957696
42	1115	0.299	7.3	210.1	0.55	8.61	0.00	0.00	23.57	14.06	32268.8	0.0	1485140.0	1503963520
43	1146	0.299	7.3	215.1	0.55	8.61	0.00	0.00	23.56	14.05	32263.4	0.0	1484999.5	1496971392
44	1177	0.299	7.4	220.1	0.54	8.62	0.00	0.00	23.56	14.04	32258.2	0.0	1484858.1	1493447808
45	1207	0.299	7.4	225.0	0.54	8.64	0.00	0.00	23.56	14.03	32253.1	0.0	1484720.2	1488322048
46	1238	0.299	7.4	230.1	0.53	8.24	0.00	0.00	23.56	14.01	32247.8	0.0	1484577.9	1478041088
47	1268	0.299	7.4	235.0	0.52	8.24	0.00	0.00	23.55	14.01	32242.6	0.0	1484442.5	1472267136
48	1299	0.299	7.5	240.1	0.52	8.25	0.00	0.00	23.55	14.01	32237.4	0.0	1484299.2	1470082560
49	1329	0.299	7.5	245.0	0.51	8.28	0.00	0.00	23.55	14.02	32231.2	0.0	1484162.6	1466242176
50	1359	0.299	7.6	250.0	0.51	8.29	0.00	0.00	23.56	13.97	32226.3	0.0	1484024.4	1445260288
51	1389	0.301	7.6	255.1	0.50	8.27	0.00	0.00	23.55	13.96	32220.5	0.0	1483885.1	1429781888
52	1419	0.301	7.6	260.1	0.50	8.27	0.00	0.00	23.54	13.96	32215.3	0.0	1483747.9	1424178176
53	1449	0.302	7.6	265.1	0.50	8.29	0.00	0.00	23.54	13.96	32210.0	0.0	1483605.6	1424668160
54	1478	0.302	7.7	270.0	0.49	8.31	0.00	0.00	23.54	13.97	32204.5	0.0	1483472.5	1422059264
55	1508	0.301	7.7	275.1	0.49	8.29	0.00	0.00	23.54	13.93	32199.2	0.0	1483332.1	1409673216
56	1537	0.300	7.7	280.0	0.48	8.30	0.00	0.00	23.53	13.93	32194.3	0.0	1483200.2	1406043392
57	1567	0.300	7.7	285.1	0.48	8.31	0.00	0.00	23.53	13.94	32188.6	0.0	1483059.4	1404506112
58	1596	0.323	8.2	290.1	0.48	8.07	0.00	0.00	23.57	14.17	32182.7	0.0	1482924.1	1404231168
59	1624	0.323	7.8	295.0	0.47	7.88	0.00	0.00	23.56	13.77	32177.8	0.0	1482794.4	1336871936
60	1654	0.315	7.8	300.1	0.47	8.25	0.00	0.00	23.51	13.94	32173.0	0.0	1482656.2	1370882560
